"epoch","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step__MIN","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step__MAX","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/Accuracy","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/Accuracy__MIN","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/Accuracy__MAX","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step__MIN","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step__MAX","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/Accuracy","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/Accuracy__MIN","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/Accuracy__MAX"
"150","94196","94196","94196","0.7913749814033508","0.7913749814033508","0.7913749814033508","94196","94196","94196","0.7754499912261963","0.7754499912261963","0.7754499912261963"
"151","94824","94824","94824","0.8026999831199646","0.8026999831199646","0.8026999831199646","94824","94824","94824","0.7719749808311462","0.7719749808311462","0.7719749808311462"
"152","95452","95452","95452","0.8061249852180481","0.8061249852180481","0.8061249852180481","95452","95452","95452","0.7761249542236328","0.7761249542236328","0.7761249542236328"
"153","96080","96080","96080","0.8044999837875366","0.8044999837875366","0.8044999837875366","96080","96080","96080","0.7766249775886536","0.7766249775886536","0.7766249775886536"
"154","96708","96708","96708","0.8073999881744385","0.8073999881744385","0.8073999881744385","96708","96708","96708","0.781499981880188","0.781499981880188","0.781499981880188"
"155","97336","97336","97336","0.8085249662399292","0.8085249662399292","0.8085249662399292","97336","97336","97336","0.7807499766349792","0.7807499766349792","0.7807499766349792"
"156","97964","97964","97964","0.8082000017166138","0.8082000017166138","0.8082000017166138","97964","97964","97964","0.7851749658584595","0.7851749658584595","0.7851749658584595"
"157","98592","98592","98592","0.8172000050544739","0.8172000050544739","0.8172000050544739","98592","98592","98592","0.7895500063896179","0.7895500063896179","0.7895500063896179"
"158","99220","99220","99220","0.8129499554634094","0.8129499554634094","0.8129499554634094","99220","99220","99220","0.7913249731063843","0.7913249731063843","0.7913249731063843"
"159","99848","99848","99848","0.8180750012397766","0.8180750012397766","0.8180750012397766","99848","99848","99848","0.7945749759674072","0.7945749759674072","0.7945749759674072"
"160","100476","100476","100476","0.8187749981880188","0.8187749981880188","0.8187749981880188","100476","100476","100476","0.7972999811172485","0.7972999811172485","0.7972999811172485"
"161","101104","101104","101104","0.8196749687194824","0.8196749687194824","0.8196749687194824","101104","101104","101104","0.7990750074386597","0.7990750074386597","0.7990750074386597"
"162","101732","101732","101732","0.8259750008583069","0.8259750008583069","0.8259750008583069","101732","101732","101732","0.8030499815940857","0.8030499815940857","0.8030499815940857"
"163","102360","102360","102360","0.8289999961853027","0.8289999961853027","0.8289999961853027","102360","102360","102360","0.802424967288971","0.802424967288971","0.802424967288971"
"164","102988","102988","102988","0.8248999714851379","0.8248999714851379","0.8248999714851379","102988","102988","102988","0.8089249730110168","0.8089249730110168","0.8089249730110168"
"165","103616","103616","103616","0.8311749696731567","0.8311749696731567","0.8311749696731567","103616","103616","103616","0.8050999641418457","0.8050999641418457","0.8050999641418457"
"166","104244","104244","104244","0.8316499590873718","0.8316499590873718","0.8316499590873718","104244","104244","104244","0.8094750046730042","0.8094750046730042","0.8094750046730042"
"167","104872","104872","104872","0.8366000056266785","0.8366000056266785","0.8366000056266785","104872","104872","104872","0.8124749660491943","0.8124749660491943","0.8124749660491943"
"168","105500","105500","105500","0.8352499604225159","0.8352499604225159","0.8352499604225159","105500","105500","105500","0.8173999786376953","0.8173999786376953","0.8173999786376953"
"169","106128","106128","106128","0.8423749804496765","0.8423749804496765","0.8423749804496765","106128","106128","106128","0.8218500018119812","0.8218500018119812","0.8218500018119812"
"170","106756","106756","106756","0.8467499613761902","0.8467499613761902","0.8467499613761902","106756","106756","106756","0.8232249617576599","0.8232249617576599","0.8232249617576599"
"171","107384","107384","107384","0.8523249626159668","0.8523249626159668","0.8523249626159668","107384","107384","107384","0.8251999616622925","0.8251999616622925","0.8251999616622925"
"172","108012","108012","108012","0.8516499996185303","0.8516499996185303","0.8516499996185303","108012","108012","108012","0.8238250017166138","0.8238250017166138","0.8238250017166138"
"173","108640","108640","108640","0.8482249975204468","0.8482249975204468","0.8482249975204468","108640","108640","108640","0.830424964427948","0.830424964427948","0.830424964427948"
"174","109268","109268","109268","0.850849986076355","0.850849986076355","0.850849986076355","109268","109268","109268","0.8303499817848206","0.8303499817848206","0.8303499817848206"
"175","109896","109896","109896","0.8575999736785889","0.8575999736785889","0.8575999736785889","109896","109896","109896","0.839074969291687","0.839074969291687","0.839074969291687"
"176","110524","110524","110524","0.8592499494552612","0.8592499494552612","0.8592499494552612","110524","110524","110524","0.8388749957084656","0.8388749957084656","0.8388749957084656"
"177","111152","111152","111152","0.8590499758720398","0.8590499758720398","0.8590499758720398","111152","111152","111152","0.836775004863739","0.836775004863739","0.836775004863739"
"178","111780","111780","111780","0.8671749830245972","0.8671749830245972","0.8671749830245972","111780","111780","111780","0.8428499698638916","0.8428499698638916","0.8428499698638916"
"179","112408","112408","112408","0.8658999800682068","0.8658999800682068","0.8658999800682068","112408","112408","112408","0.8511499762535095","0.8511499762535095","0.8511499762535095"
"180","113036","113036","113036","0.8671499490737915","0.8671499490737915","0.8671499490737915","113036","113036","113036","0.8495749831199646","0.8495749831199646","0.8495749831199646"
"181","113664","113664","113664","0.8762750029563904","0.8762750029563904","0.8762750029563904","113664","113664","113664","0.8494249582290649","0.8494249582290649","0.8494249582290649"
"182","114292","114292","114292","0.8724499940872192","0.8724499940872192","0.8724499940872192","114292","114292","114292","0.8475749492645264","0.8475749492645264","0.8475749492645264"
"183","114920","114920","114920","0.883899986743927","0.883899986743927","0.883899986743927","114920","114920","114920","0.8572999835014343","0.8572999835014343","0.8572999835014343"
"184","115548","115548","115548","0.8810499906539917","0.8810499906539917","0.8810499906539917","115548","115548","115548","0.8611499667167664","0.8611499667167664","0.8611499667167664"
"185","116176","116176","116176","0.8825749754905701","0.8825749754905701","0.8825749754905701","116176","116176","116176","0.8626749515533447","0.8626749515533447","0.8626749515533447"
"186","116804","116804","116804","0.8868999481201172","0.8868999481201172","0.8868999481201172","116804","116804","116804","0.8617500066757202","0.8617500066757202","0.8617500066757202"
"187","117432","117432","117432","0.8909499645233154","0.8909499645233154","0.8909499645233154","117432","117432","117432","0.866225004196167","0.866225004196167","0.866225004196167"
"188","118060","118060","118060","0.8934499621391296","0.8934499621391296","0.8934499621391296","118060","118060","118060","0.8699749708175659","0.8699749708175659","0.8699749708175659"
"189","118688","118688","118688","0.8910499811172485","0.8910499811172485","0.8910499811172485","118688","118688","118688","0.8678249716758728","0.8678249716758728","0.8678249716758728"
"190","119316","119316","119316","0.8941749930381775","0.8941749930381775","0.8941749930381775","119316","119316","119316","0.8711499571800232","0.8711499571800232","0.8711499571800232"
"191","119944","119944","119944","0.8975249528884888","0.8975249528884888","0.8975249528884888","119944","119944","119944","0.877299964427948","0.877299964427948","0.877299964427948"
"192","120572","120572","120572","0.9005499482154846","0.9005499482154846","0.9005499482154846","120572","120572","120572","0.8793500065803528","0.8793500065803528","0.8793500065803528"
"193","121200","121200","121200","0.899524986743927","0.899524986743927","0.899524986743927","121200","121200","121200","0.8806749582290649","0.8806749582290649","0.8806749582290649"
"194","121828","121828","121828","0.9035750031471252","0.9035750031471252","0.9035750031471252","121828","121828","121828","0.8876999616622925","0.8876999616622925","0.8876999616622925"
"195","122456","122456","122456","0.9078999757766724","0.9078999757766724","0.9078999757766724","122456","122456","122456","0.8863250017166138","0.8863250017166138","0.8863250017166138"
"196","123084","123084","123084","0.9106249809265137","0.9106249809265137","0.9106249809265137","123084","123084","123084","0.8892999887466431","0.8892999887466431","0.8892999887466431"
"197","123712","123712","123712","0.9167499542236328","0.9167499542236328","0.9167499542236328","123712","123712","123712","0.8916999697685242","0.8916999697685242","0.8916999697685242"
"198","124340","124340","124340","0.9171499609947205","0.9171499609947205","0.9171499609947205","124340","124340","124340","0.8940249681472778","0.8940249681472778","0.8940249681472778"
"199","124968","124968","124968","0.9214249849319458","0.9214249849319458","0.9214249849319458","124968","124968","124968","0.8961499929428101","0.8961499929428101","0.8961499929428101"
"200","125596","125596","125596","0.9207499623298645","0.9207499623298645","0.9207499623298645","125596","125596","125596","0.89677494764328","0.89677494764328","0.89677494764328"
"201","126224","126224","126224","0.9234249591827393","0.9234249591827393","0.9234249591827393","126224","126224","126224","0.901075005531311","0.901075005531311","0.901075005531311"
"202","126852","126852","126852","0.9261499643325806","0.9261499643325806","0.9261499643325806","126852","126852","126852","0.9020999670028687","0.9020999670028687","0.9020999670028687"
"203","127480","127480","127480","0.929224967956543","0.929224967956543","0.929224967956543","127480","127480","127480","0.9059749841690063","0.9059749841690063","0.9059749841690063"
"204","128108","128108","128108","0.9330250024795532","0.9330250024795532","0.9330250024795532","128108","128108","128108","0.911424994468689","0.911424994468689","0.911424994468689"
"205","128736","128736","128736","0.9373499751091003","0.9373499751091003","0.9373499751091003","128736","128736","128736","0.9100250005722046","0.9100250005722046","0.9100250005722046"
"206","129364","129364","129364","0.9338499903678894","0.9338499903678894","0.9338499903678894","129364","129364","129364","0.9141249656677246","0.9141249656677246","0.9141249656677246"
"207","129992","129992","129992","0.939674973487854","0.939674973487854","0.939674973487854","129992","129992","129992","0.9167499542236328","0.9167499542236328","0.9167499542236328"
"208","130620","130620","130620","0.9395999908447266","0.9395999908447266","0.9395999908447266","130620","130620","130620","0.92044997215271","0.92044997215271","0.92044997215271"
"209","131248","131248","131248","0.9449249505996704","0.9449249505996704","0.9449249505996704","131248","131248","131248","0.9196999669075012","0.9196999669075012","0.9196999669075012"
"210","131876","131876","131876","0.9449499845504761","0.9449499845504761","0.9449499845504761","131876","131876","131876","0.9229499697685242","0.9229499697685242","0.9229499697685242"
"211","132504","132504","132504","0.9502750039100647","0.9502750039100647","0.9502750039100647","132504","132504","132504","0.9221499562263489","0.9221499562263489","0.9221499562263489"
"212","133132","133132","133132","0.9527750015258789","0.9527750015258789","0.9527750015258789","133132","133132","133132","0.9290499687194824","0.9290499687194824","0.9290499687194824"
"213","133760","133760","133760","0.9574999809265137","0.9574999809265137","0.9574999809265137","133760","133760","133760","0.9289499521255493","0.9289499521255493","0.9289499521255493"
"214","134388","134388","134388","0.9595749974250793","0.9595749974250793","0.9595749974250793","134388","134388","134388","0.9351999759674072","0.9351999759674072","0.9351999759674072"
"215","135016","135016","135016","0.9594999551773071","0.9594999551773071","0.9594999551773071","135016","135016","135016","0.9354499578475952","0.9354499578475952","0.9354499578475952"
"216","135644","135644","135644","0.9639999866485596","0.9639999866485596","0.9639999866485596","135644","135644","135644","0.9364749789237976","0.9364749789237976","0.9364749789237976"
"217","136272","136272","136272","0.9641499519348145","0.9641499519348145","0.9641499519348145","136272","136272","136272","0.9381499886512756","0.9381499886512756","0.9381499886512756"
"218","136900","136900","136900","0.9662999510765076","0.9662999510765076","0.9662999510765076","136900","136900","136900","0.9396249651908875","0.9396249651908875","0.9396249651908875"
"219","137528","137528","137528","0.9653499722480774","0.9653499722480774","0.9653499722480774","137528","137528","137528","0.9429999589920044","0.9429999589920044","0.9429999589920044"
"220","138156","138156","138156","0.9690249562263489","0.9690249562263489","0.9690249562263489","138156","138156","138156","0.9452749490737915","0.9452749490737915","0.9452749490737915"
"221","138784","138784","138784","0.9721499681472778","0.9721499681472778","0.9721499681472778","138784","138784","138784","0.9461249709129333","0.9461249709129333","0.9461249709129333"
"222","139412","139412","139412","0.9745000004768372","0.9745000004768372","0.9745000004768372","139412","139412","139412","0.9478999972343445","0.9478999972343445","0.9478999972343445"
"223","140040","140040","140040","0.9764750003814697","0.9764750003814697","0.9764750003814697","140040","140040","140040","0.9490749835968018","0.9490749835968018","0.9490749835968018"
"224","140668","140668","140668","0.9788499474525452","0.9788499474525452","0.9788499474525452","140668","140668","140668","0.9554499983787537","0.9554499983787537","0.9554499983787537"
"225","141296","141296","141296","0.9798499941825867","0.9798499941825867","0.9798499941825867","141296","141296","141296","0.9552499651908875","0.9552499651908875","0.9552499651908875"
"226","141924","141924","141924","0.9805999994277954","0.9805999994277954","0.9805999994277954","141924","141924","141924","0.9549999833106995","0.9549999833106995","0.9549999833106995"
"227","142552","142552","142552","0.981124997138977","0.981124997138977","0.981124997138977","142552","142552","142552","0.9563249945640564","0.9563249945640564","0.9563249945640564"
"228","143180","143180","143180","0.9827249646186829","0.9827249646186829","0.9827249646186829","143180","143180","143180","0.9598999619483948","0.9598999619483948","0.9598999619483948"
"229","143808","143808","143808","0.9840499758720398","0.9840499758720398","0.9840499758720398","143808","143808","143808","0.9591249823570251","0.9591249823570251","0.9591249823570251"
"230","144436","144436","144436","0.9862749576568604","0.9862749576568604","0.9862749576568604","144436","144436","144436","0.9614749550819397","0.9614749550819397","0.9614749550819397"
"231","145064","145064","145064","0.988224983215332","0.988224983215332","0.988224983215332","145064","145064","145064","0.9636749625205994","0.9636749625205994","0.9636749625205994"
"232","145692","145692","145692","0.988224983215332","0.988224983215332","0.988224983215332","145692","145692","145692","0.965399980545044","0.965399980545044","0.965399980545044"
"233","146320","146320","146320","0.9891999959945679","0.9891999959945679","0.9891999959945679","146320","146320","146320","0.96732497215271","0.96732497215271","0.96732497215271"
"234","146948","146948","146948","0.9884249567985535","0.9884249567985535","0.9884249567985535","146948","146948","146948","0.9668749570846558","0.9668749570846558","0.9668749570846558"
"235","147576","147576","147576","0.991349995136261","0.991349995136261","0.991349995136261","147576","147576","147576","0.9702249765396118","0.9702249765396118","0.9702249765396118"
"236","148204","148204","148204","0.9923749566078186","0.9923749566078186","0.9923749566078186","148204","148204","148204","0.9716500043869019","0.9716500043869019","0.9716500043869019"
"237","148832","148832","148832","0.9928749799728394","0.9928749799728394","0.9928749799728394","148832","148832","148832","0.9722999930381775","0.9722999930381775","0.9722999930381775"
"238","149460","149460","149460","0.9941499829292297","0.9941499829292297","0.9941499829292297","149460","149460","149460","0.9741249680519104","0.9741249680519104","0.9741249680519104"
"239","150088","150088","150088","0.9932499527931213","0.9932499527931213","0.9932499527931213","150088","150088","150088","0.9752999544143677","0.9752999544143677","0.9752999544143677"
"240","150716","150716","150716","0.9949999451637268","0.9949999451637268","0.9949999451637268","150716","150716","150716","0.9754250049591064","0.9754250049591064","0.9754250049591064"
"241","151344","151344","151344","0.9949749708175659","0.9949749708175659","0.9949749708175659","151344","151344","151344","0.9771249890327454","0.9771249890327454","0.9771249890327454"
"242","151972","151972","151972","0.9956499934196472","0.9956499934196472","0.9956499934196472","151972","151972","151972","0.9788999557495117","0.9788999557495117","0.9788999557495117"
"243","152600","152600","152600","0.9955499768257141","0.9955499768257141","0.9955499768257141","152600","152600","152600","0.9788749814033508","0.9788749814033508","0.9788749814033508"
"244","153228","153228","153228","0.9960500001907349","0.9960500001907349","0.9960500001907349","153228","153228","153228","0.9786249995231628","0.9786249995231628","0.9786249995231628"
"245","153856","153856","153856","0.9963749647140503","0.9963749647140503","0.9963749647140503","153856","153856","153856","0.9804999828338623","0.9804999828338623","0.9804999828338623"
"246","154484","154484","154484","0.9960999488830566","0.9960999488830566","0.9960999488830566","154484","154484","154484","0.9803999662399292","0.9803999662399292","0.9803999662399292"
"247","155112","155112","155112","0.9964749813079834","0.9964749813079834","0.9964749813079834","155112","155112","155112","0.980774998664856","0.980774998664856","0.980774998664856"
"248","155740","155740","155740","0.99652498960495","0.99652498960495","0.99652498960495","155740","155740","155740","0.983074963092804","0.983074963092804","0.983074963092804"
"249","156368","156368","156368","0.9964499473571777","0.9964499473571777","0.9964499473571777","156368","156368","156368","0.9838749766349792","0.9838749766349792","0.9838749766349792"
"250","156996","156996","156996","0.996649980545044","0.996649980545044","0.996649980545044","156996","156996","156996","0.9851999878883362","0.9851999878883362","0.9851999878883362"
"251","157624","157624","157624","0.9967749714851379","0.9967749714851379","0.9967749714851379","157624","157624","157624","0.9859749674797058","0.9859749674797058","0.9859749674797058"
"252","158252","158252","158252","0.9967999458312988","0.9967999458312988","0.9967999458312988","158252","158252","158252","0.9857749938964844","0.9857749938964844","0.9857749938964844"
"253","158880","158880","158880","0.9971500039100647","0.9971500039100647","0.9971500039100647","158880","158880","158880","0.9878249764442444","0.9878249764442444","0.9878249764442444"
"254","159508","159508","159508","0.9971999526023865","0.9971999526023865","0.9971999526023865","159508","159508","159508","0.9884249567985535","0.9884249567985535","0.9884249567985535"
"255","160136","160136","160136","0.9970749616622925","0.9970749616622925","0.9970749616622925","160136","160136","160136","0.9882999658584595","0.9882999658584595","0.9882999658584595"
"256","160764","160764","160764","0.9974499940872192","0.9974499940872192","0.9974499940872192","160764","160764","160764","0.988724946975708","0.988724946975708","0.988724946975708"
"257","161392","161392","161392","0.997374951839447","0.997374951839447","0.997374951839447","161392","161392","161392","0.9885249733924866","0.9885249733924866","0.9885249733924866"
"258","162020","162020","162020","0.9970249533653259","0.9970249533653259","0.9970249533653259","162020","162020","162020","0.9896000027656555","0.9896000027656555","0.9896000027656555"
"259","162648","162648","162648","0.9975249767303467","0.9975249767303467","0.9975249767303467","162648","162648","162648","0.9899749755859375","0.9899749755859375","0.9899749755859375"
"260","163276","163276","163276","0.9971749782562256","0.9971749782562256","0.9971749782562256","163276","163276","163276","0.9903499484062195","0.9903499484062195","0.9903499484062195"
"261","163904","163904","163904","0.9974749684333801","0.9974749684333801","0.9974749684333801","163904","163904","163904","0.9908749461174011","0.9908749461174011","0.9908749461174011"
"262","164532","164532","164532","0.9976249933242798","0.9976249933242798","0.9976249933242798","164532","164532","164532","0.9914999604225159","0.9914999604225159","0.9914999604225159"
"263","165160","165160","165160","0.9976499676704407","0.9976499676704407","0.9976499676704407","165160","165160","165160","0.9916499853134155","0.9916499853134155","0.9916499853134155"
"264","165788","165788","165788","0.9976750016212463","0.9976750016212463","0.9976750016212463","165788","165788","165788","0.9925499558448792","0.9925499558448792","0.9925499558448792"
"265","166416","166416","166416","0.9975499510765076","0.9975499510765076","0.9975499510765076","166416","166416","166416","0.9920749664306641","0.9920749664306641","0.9920749664306641"
"266","167044","167044","167044","0.9978749752044678","0.9978749752044678","0.9978749752044678","167044","167044","167044","0.9919499754905701","0.9919499754905701","0.9919499754905701"
"267","167672","167672","167672","0.9977499842643738","0.9977499842643738","0.9977499842643738","167672","167672","167672","0.9923999905586243","0.9923999905586243","0.9923999905586243"
"268","168300","168300","168300","0.9976999759674072","0.9976999759674072","0.9976999759674072","168300","168300","168300","0.993274986743927","0.993274986743927","0.993274986743927"
"269","168928","168928","168928","0.9975249767303467","0.9975249767303467","0.9975249767303467","168928","168928","168928","0.9930999875068665","0.9930999875068665","0.9930999875068665"
"270","169556","169556","169556","0.9977249503135681","0.9977249503135681","0.9977249503135681","169556","169556","169556","0.9935999512672424","0.9935999512672424","0.9935999512672424"
"271","170184","170184","170184","0.9977749586105347","0.9977749586105347","0.9977749586105347","170184","170184","170184","0.9932249784469604","0.9932249784469604","0.9932249784469604"
"272","170812","170812","170812","0.9977999925613403","0.9977999925613403","0.9977999925613403","170812","170812","170812","0.9935500025749207","0.9935500025749207","0.9935500025749207"
"273","171440","171440","171440","0.9978500008583069","0.9978500008583069","0.9978500008583069","171440","171440","171440","0.9943249821662903","0.9943249821662903","0.9943249821662903"
"274","172068","172068","172068","0.9978249669075012","0.9978249669075012","0.9978249669075012","172068","172068","172068","0.9936249852180481","0.9936249852180481","0.9936249852180481"
"275","172696","172696","172696","0.9977999925613403","0.9977999925613403","0.9977999925613403","172696","172696","172696","0.993399977684021","0.993399977684021","0.993399977684021"
"276","173324","173324","173324","0.9979249835014343","0.9979249835014343","0.9979249835014343","173324","173324","173324","0.9946999549865723","0.9946999549865723","0.9946999549865723"
"277","173952","173952","173952","0.9977749586105347","0.9977749586105347","0.9977749586105347","173952","173952","173952","0.9944999814033508","0.9944999814033508","0.9944999814033508"
"278","174580","174580","174580","0.9979499578475952","0.9979499578475952","0.9979499578475952","174580","174580","174580","0.9940750002861023","0.9940750002861023","0.9940750002861023"
"279","175208","175208","175208","0.9978999495506287","0.9978999495506287","0.9978999495506287","175208","175208","175208","0.9942499995231628","0.9942499995231628","0.9942499995231628"
"280","175836","175836","175836","0.9978749752044678","0.9978749752044678","0.9978749752044678","175836","175836","175836","0.9944249987602234","0.9944249987602234","0.9944249987602234"
"281","176464","176464","176464","0.9978749752044678","0.9978749752044678","0.9978749752044678","176464","176464","176464","0.9950499534606934","0.9950499534606934","0.9950499534606934"
"282","177092","177092","177092","0.9979499578475952","0.9979499578475952","0.9979499578475952","177092","177092","177092","0.9954249858856201","0.9954249858856201","0.9954249858856201"
"283","177720","177720","177720","0.9978500008583069","0.9978500008583069","0.9978500008583069","177720","177720","177720","0.9947749972343445","0.9947749972343445","0.9947749972343445"
"284","178348","178348","178348","0.9979499578475952","0.9979499578475952","0.9979499578475952","178348","178348","178348","0.9951249957084656","0.9951249957084656","0.9951249957084656"
"285","178976","178976","178976","0.9979249835014343","0.9979249835014343","0.9979249835014343","178976","178976","178976","0.9947999715805054","0.9947999715805054","0.9947999715805054"
"286","179604","179604","179604","0.9977999925613403","0.9977999925613403","0.9977999925613403","179604","179604","179604","0.9951750040054321","0.9951750040054321","0.9951750040054321"
"287","180232","180232","180232","0.9979749917984009","0.9979749917984009","0.9979749917984009","180232","180232","180232","0.9950499534606934","0.9950499534606934","0.9950499534606934"
"288","180860","180860","180860","0.9979249835014343","0.9979249835014343","0.9979249835014343","180860","180860","180860","0.9947749972343445","0.9947749972343445","0.9947749972343445"
"289","181488","181488","181488","0.9978500008583069","0.9978500008583069","0.9978500008583069","181488","181488","181488","0.9950249791145325","0.9950249791145325","0.9950249791145325"
"290","182116","182116","182116","0.9981499910354614","0.9981499910354614","0.9981499910354614","182116","182116","182116","0.9951499700546265","0.9951499700546265","0.9951499700546265"
"291","182744","182744","182744","0.9977999925613403","0.9977999925613403","0.9977999925613403","182744","182744","182744","0.9954999685287476","0.9954999685287476","0.9954999685287476"
"292","183372","183372","183372","0.9980250000953674","0.9980250000953674","0.9980250000953674","183372","183372","183372","0.9955499768257141","0.9955499768257141","0.9955499768257141"
"293","184000","184000","184000","0.9977999925613403","0.9977999925613403","0.9977999925613403","184000","184000","184000","0.995074987411499","0.995074987411499","0.995074987411499"
"294","184628","184628","184628","0.9981249570846558","0.9981249570846558","0.9981249570846558","184628","184628","184628","0.9956499934196472","0.9956499934196472","0.9956499934196472"
"295","185256","185256","185256","0.9979749917984009","0.9979749917984009","0.9979749917984009","185256","185256","185256","0.9951750040054321","0.9951750040054321","0.9951750040054321"
"296","185884","185884","185884","0.9981499910354614","0.9981499910354614","0.9981499910354614","185884","185884","185884","0.995574951171875","0.995574951171875","0.995574951171875"
"297","186512","186512","186512","0.9979999661445618","0.9979999661445618","0.9979999661445618","186512","186512","186512","0.995449960231781","0.995449960231781","0.995449960231781"
"298","187140","187140","187140","0.9978999495506287","0.9978999495506287","0.9978999495506287","187140","187140","187140","0.9953500032424927","0.9953500032424927","0.9953500032424927"
"299","187768","187768","187768","0.9978749752044678","0.9978749752044678","0.9978749752044678","187768","187768","187768","0.9952999949455261","0.9952999949455261","0.9952999949455261"
"300","188396","188396","188396","0.9978249669075012","0.9978249669075012","0.9978249669075012","188396","188396","188396","0.9955250024795532","0.9955250024795532","0.9955250024795532"