"epoch","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - _step","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - _step__MIN","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - _step__MAX","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - Train/weight_grad_norm","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - Train/weight_grad_norm__MIN","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - Train/weight_grad_norm__MAX","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - _step","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - _step__MIN","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - _step__MAX","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - Train/weight_grad_norm","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - Train/weight_grad_norm__MIN","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - Train/weight_grad_norm__MAX"
"150","93569.09523809524","93287","93885","0.28382341528222677","0.2273532599210739","0.3446751534938812","93578.875","93279","93885","0.3337485808879137","0.2633424699306488","0.42727363109588623"
"151","94184.24324324324","93913","94519","0.2843449079507106","0.215698704123497","0.35710251331329346","94209.35714285714","93911","94515","0.3323518452899797","0.2708051800727844","0.4760302007198334"
"152","94843.57142857143","94527","95121","0.28539510667324064","0.22432658076286316","0.3560298979282379","94783.08333333333","94541","95133","0.331161351253589","0.2688843607902527","0.4250245988368988"
"153","95498.09090909091","95179","95771","0.2901493234164787","0.24347515404224396","0.3408220410346985","95406.5625","95163","95717","0.3340993095189333","0.26480305194854736","0.3780180811882019"
"154","96047.625","95791","96389","0.29800377134233713","0.23293334245681763","0.3519818186759949","96069.82051282052","95821","96345","0.3421628857270265","0.28418004512786865","0.40730512142181396"
"155","96778.44827586207","96433","97017","0.2912118517119309","0.23050343990325928","0.3946756422519684","96739.57142857143","96435","97015","0.3460253826209477","0.27722683548927307","0.4378195106983185"
"156","97325.29629629629","97065","97653","0.2838262501690123","0.22250394523143768","0.3749772906303406","97394.41935483871","97035","97651","0.33628812336152597","0.27196794748306274","0.44395074248313904"
"157","97972.72727272728","97703","98275","0.2927491366863251","0.24036672711372375","0.34825533628463745","97994.44827586207","97697","98265","0.34419641104237786","0.2912190854549408","0.4105941951274872"
"158","98637.27272727272","98307","98885","0.28516205603426154","0.23732298612594604","0.33723676204681396","98622.9375","98329","98863","0.35041290055960417","0.271580308675766","0.45079922676086426"
"159","99212.48148148147","98909","99465","0.3012453582551744","0.2500847578048706","0.3580496609210968","99257.76923076923","98925","99527","0.34921894394434416","0.2579977214336395","0.43040940165519714"
"160","99816.84210526316","99535","100137","0.2877342885262088","0.20587265491485596","0.357135534286499","99858.25","99539","100143","0.3498402815312147","0.2833213806152344","0.44278982281684875"
"161","100474.45454545454","100161","100749","0.28747542067007587","0.24817565083503723","0.34321847558021545","100471.05128205128","100165","100759","0.3468339007634383","0.2911033034324646","0.4191626012325287"
"162","101090.07692307692","100793","101405","0.29600930099303907","0.2303619533777237","0.37438756227493286","101063.63157894737","100787","101403","0.339157350753483","0.2911391854286194","0.4018753468990326"
"163","101737.38461538461","101431","102005","0.3008760168002202","0.2468511462211609","0.3538096845149994","101691.8125","101415","102025","0.34224545024335384","0.2785293459892273","0.4276493489742279"
"164","102360.15","102077","102659","0.2814216803759336","0.22639267146587372","0.38770273327827454","102361.18181818182","102051","102655","0.34447489949789917","0.28127723932266235","0.4100266993045807"
"165","102933.8275862069","102669","103257","0.28942224023670987","0.24435605108737946","0.33795884251594543","103001.95652173914","102689","103285","0.3454039459643157","0.27808570861816406","0.40214595198631287"
"166","103623.46153846153","103309","103913","0.300951144634149","0.2195594608783722","0.3828316926956177","103612.48837209302","103293","103913","0.34769157060357025","0.25881388783454895","0.416341632604599"
"167","104230.42857142857","103951","104527","0.29542235817228046","0.22325213253498077","0.39609473943710327","104278.68","103917","104535","0.34820948719978334","0.2816953957080841","0.4387403130531311"
"168","104872.84615384616","104617","105151","0.2893459412914056","0.22903601825237274","0.4395069181919098","104905.66666666667","104585","105157","0.35682509541511537","0.2340937852859497","0.4150197505950928"
"169","105471.91428571429","105199","105769","0.29135147503444125","0.238758385181427","0.3535565733909607","105453.5","105169","105789","0.3429895719247205","0.2392890304327011","0.4194486439228058"
"170","106109.15","105805","106415","0.29097099639475343","0.2131437510251999","0.3485230803489685","106042.54838709677","105813","106357","0.3491823096429148","0.26132842898368835","0.4240589141845703"
"171","106725.77777777778","106433","107025","0.29793241661455894","0.2330203503370285","0.36916086077690125","106753.91891891892","106427","107041","0.3516939564331158","0.27559053897857666","0.403900146484375"
"172","107381.97142857143","107067","107667","0.30161179091249196","0.230122372508049","0.35542550683021545","107316.79487179487","107047","107615","0.34905584958883434","0.3007473051548004","0.3980461061000824"
"173","107971.36363636363","107683","108291","0.30257073451172223","0.23417147994041443","0.3800863027572632","107984.77777777778","107677","108291","0.35028034845987954","0.2674710154533386","0.43372029066085815"
"174","108610.85185185185","108305","108893","0.29852028963742433","0.2317114621400833","0.3574778437614441","108581.35","108305","108913","0.35338397696614265","0.2818628251552582","0.4268123507499695"
"175","109215.62857142858","108925","109517","0.29653755894729067","0.21601061522960663","0.3570006489753723","109236.47368421052","108931","109539","0.3497715733553234","0.2566488981246948","0.4453796148300171"
"176","109889.64516129032","109583","110173","0.2987157255411148","0.22619064152240753","0.39408278465270996","109926.75","109561","110161","0.35128429904580116","0.2502851188182831","0.4542972445487976"
"177","110478.42105263157","110201","110783","0.2881741362966989","0.22114555537700653","0.3728608191013336","110509.8125","110183","110793","0.3518387321382761","0.2875671684741974","0.4274473786354065"
"178","111136.18918918919","110809","111419","0.29559207083405675","0.2274479866027832","0.3695555329322815","111123.12903225806","110811","111409","0.3610734305074138","0.2865771949291229","0.4387205243110657"
"179","111813.3870967742","111445","112023","0.30052468709407315","0.23623715341091156","0.3593430817127228","111746.66666666667","111429","112033","0.3415331343809764","0.2601713538169861","0.43365010619163513"
"180","112356.38888888889","112067","112615","0.2973241586652067","0.23373226821422577","0.38262245059013367","112351.9696969697","112059","112665","0.35226643988580414","0.2874116003513336","0.48052147030830383"
"181","113001.5","112681","113303","0.3050263776547379","0.24990125000476837","0.37165945768356323","112999.25","112683","113283","0.36853105016052723","0.2834094762802124","0.4726203382015228"
"182","113626.87096774194","113357","113929","0.3029005296768681","0.25009727478027344","0.36473485827445984","113583.54054054055","113317","113879","0.3522939891428561","0.278469443321228","0.4301493465900421"
"183","114238.11111111111","113935","114549","0.29408607590529656","0.23421728610992432","0.3712877929210663","114226.54285714286","113939","114555","0.3451312976224082","0.2708117961883545","0.4316282570362091"
"184","114861.3125","114577","115181","0.29388149827718735","0.2320910096168518","0.37491947412490845","114886.57142857143","114559","115181","0.35287115297147204","0.28939947485923767","0.4272788465023041"
"185","115496.42105263157","115225","115795","0.30979713013297633","0.23842783272266388","0.3905624747276306","115479.93333333333","115195","115769","0.35813949240578546","0.2754824459552765","0.4299229681491852"
"186","116137.83333333333","115845","116395","0.300300565858682","0.22331678867340088","0.3551028072834015","116086.87878787878","115817","116431","0.35645559520432446","0.2490946352481842","0.443305104970932"
"187","116750.1","116453","117055","0.2957667376846075","0.23720650374889374","0.36450642347335815","116719.11764705883","116449","117015","0.3599950171568814","0.2657760977745056","0.4556528925895691"
"188","117331.85","117063","117685","0.29226965084671974","0.23614709079265594","0.3736336827278137","117437.53333333334","117083","117685","0.36041863361994425","0.2723291218280792","0.4612681269645691"
"189","117963","117691","118297","0.29949436243623495","0.23791933059692383","0.3862418830394745","117979.78571428571","117691","118303","0.33814880677631926","0.26079443097114563","0.4319871962070465"
"190","118626.02702702703","118329","118919","0.30691728881887487","0.24319975078105927","0.3808600902557373","118597.24242424243","118315","118907","0.34602333289204223","0.2518277168273926","0.4387909173965454"
"191","119255.4","118959","119559","0.3011653150121371","0.22726602852344513","0.4001390039920807","119298.08571428571","118951","119551","0.3687262109347752","0.2946328818798065","0.4373159110546112"
"192","119904.10344827586","119635","120179","0.2993263129530282","0.23855149745941162","0.358761191368103","119868.84615384616","119583","120155","0.3620398331146974","0.23803511261940002","0.4438234269618988"
"193","120522.68","120233","120813","0.32041388273239135","0.2511792778968811","0.3909341096878052","120540.12","120233","120793","0.36499142527580264","0.3031432628631592","0.4338550269603729"
"194","121149.05405405405","120825","121441","0.30784756952040904","0.22542746365070343","0.38464221358299255","121095.95","120831","121417","0.346136923506856","0.2468547374010086","0.47950610518455505"
"195","121783.78260869565","121501","122067","0.30041857808828354","0.20418691635131836","0.3765823245048523","121727.86666666667","121463","122055","0.3584432065486908","0.26010942459106445","0.43812379240989685"
"196","122444.09523809524","122109","122659","0.31084720009849187","0.23845267295837402","0.45063403248786926","122366.16666666667","122075","122669","0.35271495746241677","0.257765531539917","0.4177640676498413"
"197","122984.41935483871","122707","123293","0.2955329841183078","0.20692425966262817","0.38776713609695435","122968.20930232559","122697","123285","0.33364039694153985","0.14538729190826416","0.4325968027114868"
"198","123622.51351351352","123339","123889","0.30463844296094533","0.2339470088481903","0.3847980797290802","123561.85714285714","123329","123913","0.3558638479028429","0.2624035179615021","0.46249476075172424"
"199","124215.17142857143","123951","124539","0.30087765668119704","0.23720860481262207","0.3948145806789398","124268.64285714286","123969","124551","0.3358615195112569","0.2445390671491623","0.4411020576953888"
"200","124904.72222222222","124587","125187","0.2959365041719543","0.2068193256855011","0.38059428334236145","124930.29411764706","124579","125197","0.34329236430280347","0.25741374492645264","0.42651331424713135"
"201","125509.44444444444","125201","125817","0.301329853909987","0.24261225759983063","0.37723857164382935","125502.17647058824","125209","125823","0.3450773073469891","0.23192241787910461","0.43142420053482056"
"202","126113.21428571429","125845","126439","0.2979130005197866","0.17656271159648895","0.41778817772865295","126110.83333333333","125843","126447","0.3234555046591494","0.1664971262216568","0.46734246611595154"
"203","126784.38888888889","126457","127051","0.2843804181449943","0.22336441278457642","0.3907362222671509","126804.36585365854","126489","127069","0.3523023753631406","0.2651781737804413","0.45722365379333496"
"204","127381.29268292683","127083","127699","0.2965245188736334","0.21341392397880554","0.3925284445285797","127434.55555555556","127105","127677","0.3603330574653767","0.288118451833725","0.47086361050605774"
"205","128011.7","127711","128325","0.29400512054562566","0.21374645829200745","0.4007996916770935","127963.125","127711","128319","0.33243970200419426","0.20409053564071655","0.5232071280479431"
"206","128676.94117647059","128353","128931","0.30148404573692994","0.19454868137836456","0.36845919489860535","128635.55555555556","128343","128939","0.3227834945751561","0.20982307195663452","0.41331884264945984"
"207","129228.43589743589","128957","129539","0.28941246943596083","0.1952739804983139","0.37108227610588074","129296.93548387097","128981","129561","0.3290339958283209","0.2575977146625519","0.4508973956108093"
"208","129925.64516129032","129591","130185","0.2923848249258534","0.19372472167015076","0.41187992691993713","129914.11111111111","129601","130189","0.3229859260221322","0.2004576325416565","0.4489092230796814"
"209","130499","130239","130805","0.3002625746386392","0.21498538553714752","0.3467029333114624","130480.23529411765","130215","130801","0.32469453574980006","0.1673300713300705","0.4260560870170593"
"210","131143.63157894736","130857","131451","0.2849560074116054","0.2065822333097458","0.3784882724285126","131127.18181818182","130843","131445","0.3136973563920368","0.21670478582382202","0.4317072033882141"
"211","131778.5","131507","132069","0.2802996832345213","0.20267565548419952","0.36817628145217896","131740.8125","131469","132009","0.3328565340489149","0.20236490666866302","0.44892603158950806"
"212","132414.0303030303","132087","132705","0.29452928945873724","0.19103816151618958","0.37845152616500854","132345.5806451613","132087","132695","0.3244608458011381","0.25061094760894775","0.4372728168964386"
"213","133053.06666666668","132717","133289","0.28795716365178425","0.2215842455625534","0.35535475611686707","133020.21212121213","132733","133319","0.28256264780506946","0.19085608422756195","0.36287033557891846"
"214","133637.07142857142","133345","133927","0.2968571845974241","0.2371072918176651","0.38091719150543213","133727.84848484848","133427","133949","0.30028661904913007","0.19251665472984314","0.43573513627052307"
"215","134326.1724137931","133987","134571","0.2932739894965599","0.23527702689170837","0.42245373129844666","134228.1219512195","133967","134529","0.3166411678965499","0.2079756259918213","0.39991405606269836"
"216","134892.33333333334","134603","135189","0.2699358518476839","0.20246879756450653","0.3403078317642212","134899.625","134597","135169","0.2978594503365457","0.14961495995521545","0.4496976435184479"
"217","135498.85714285713","135221","135837","0.2711884858352797","0.19901221990585327","0.3479383885860443","135527.33333333334","135223","135837","0.2870033216618356","0.20758536458015442","0.3740738034248352"
"218","136112.57894736843","135857","136457","0.283184756181742","0.20651520788669586","0.36002224683761597","136144.33333333334","135849","136425","0.26855996824227846","0.16831645369529724","0.40544354915618896"
"219","136780.38888888888","136481","137077","0.2905997447669506","0.18440337479114532","0.3613291084766388","136805.0465116279","136479","137091","0.2806145056735638","0.15112772583961487","0.3662703037261963"
"220","137398.52380952382","137099","137697","0.28938622843651546","0.2118801772594452","0.37610891461372375","137359.32","137103","137699","0.2918872308731079","0.20485182106494904","0.4537626802921295"
"221","138070.4054054054","137721","138343","0.2763376707160795","0.20916298031806946","0.36122187972068787","138058.57142857142","137743","138319","0.25463096974861055","0.14172610640525818","0.387948215007782"
"222","138682.86666666667","138349","138961","0.29688135733207066","0.19612199068069458","0.3681893050670624","138659.1379310345","138353","138969","0.28232729229433784","0.206354022026062","0.42540764808654785"
"223","139292.38888888888","138975","139581","0.28033073080910575","0.182066410779953","0.35672852396965027","139295.96296296295","138989","139593","0.2372675206926134","0.12763036787509918","0.36217647790908813"
"224","139897.51428571428","139605","140217","0.2753829364265714","0.20617392659187317","0.38221853971481323","139889.4516129032","139603","140175","0.2587566957358391","0.1549079418182373","0.43928131461143494"
"225","140590.2857142857","140251","140845","0.2856520691088268","0.20500238239765167","0.3731424808502197","140552.21212121213","140293","140847","0.22736323421651666","0.0858178585767746","0.38026219606399536"
"226","141194.21212121213","140869","141457","0.2764742487307751","0.1725279837846756","0.36647725105285645","141165.48484848486","140873","141445","0.215871578703324","0.05855095759034157","0.34023404121398926"
"227","141807.375","141487","142099","0.26557791559025645","0.17016200721263885","0.3779895007610321","141804.0303030303","141479","142051","0.23437755825844678","0.10531196743249893","0.46874040365219116"
"228","142407.22222222222","142107","142721","0.27846797969606185","0.2034379243850708","0.38466742634773254","142446.3103448276","142105","142721","0.21549215861435594","0.11697006225585938","0.35661935806274414"
"229","143075.95","142751","143351","0.2725450683385134","0.18752022087574005","0.3922784626483917","143004.3142857143","142741","143343","0.2054313240306718","0.10485511273145676","0.32147833704948425"
"230","143660.16129032258","143377","143973","0.26770486850892344","0.19892548024654388","0.3594103157520294","143625.76923076922","143363","143957","0.2007681793318345","0.08171326667070389","0.34174853563308716"
"231","144349.6857142857","144007","144593","0.2881708038704736","0.20566152036190033","0.36384153366088867","144256.1875","143985","144597","0.18136808346025646","0.0675608292222023","0.273182213306427"
"232","144903.94444444444","144611","145213","0.2608675861524211","0.19930067658424377","0.3669579327106476","144909.89655172414","144609","145221","0.17951544759602384","0.05637166649103165","0.2979441285133362"
"233","145567.36842105264","145239","145835","0.25190450211888865","0.14662155508995056","0.3634048104286194","145573.48","145265","145853","0.1566785292327404","0.0473700687289238","0.28438928723335266"
"234","146152.61111111112","145859","146475","0.2622755807307031","0.14035290479660034","0.34254711866378784","146114.75","145861","146463","0.16945748552680015","0.06308430433273315","0.28423255681991577"
"235","146819.75","146499","147103","0.25673830322921276","0.16467522084712982","0.36739546060562134","146785.78787878787","146487","147087","0.16288637776266446","0.06634972989559174","0.3403347134590149"
"236","147386.72413793104","147121","147715","0.24673765127001138","0.1856602132320404","0.32902291417121887","147369.90476190476","147121","147697","0.1599665235373236","0.05485081300139427","0.31131941080093384"
"237","148036.64102564103","147751","148349","0.24493757310586098","0.19366014003753662","0.35543665289878845","148040.6888888889","147739","148349","0.13095786538388993","0.04223933070898056","0.26376405358314514"
"238","148650.75609756098","148363","148949","0.2460838381837054","0.1476525217294693","0.3686252534389496","148663.60606060605","148397","148975","0.13741382493665724","0.04349781200289726","0.2388477921485901"
"239","149268.6875","148997","149549","0.25372922141104937","0.1485874056816101","0.3450917601585388","149268.94285714286","149005","149595","0.12302407973578998","0.03894491866230965","0.3127611577510834"
"240","149952.0285714286","149629","150207","0.24456166497298648","0.17296190559864044","0.3190690577030182","149921.4","149617","150223","0.14119438230991363","0.0657820776104927","0.28945910930633545"
"241","150555.05714285714","150277","150837","0.25259605518409184","0.17927174270153046","0.35729262232780457","150540.36842105264","150253","150851","0.11842044893848269","0.04516960680484772","0.2516273558139801"
"242","151168.67741935485","150901","151475","0.24334892101826205","0.16190573573112488","0.32239797711372375","151209.77777777778","150953","151459","0.10913841571244928","0.04849439114332199","0.2545335590839386"
"243","151828.03225806452","151493","152115","0.23927781947197452","0.15294615924358368","0.32682642340660095","151806.11111111112","151493","152113","0.13325581133917527","0.025921106338500977","0.275827020406723"
"244","152459.45","152123","152731","0.22597378604114055","0.16578994691371918","0.3048980236053467","152463.92857142858","152195","152705","0.11414541889514242","0.04310930520296097","0.24013032019138336"
"245","153062.61111111112","152765","153365","0.23619845633705458","0.16162770986557007","0.33192935585975647","153073.6923076923","152745","153349","0.10766340842327246","0.028556345030665398","0.25911498069763184"
"246","153695.33333333334","153391","153993","0.22635448724031448","0.1424596607685089","0.3132213056087494","153663.5294117647","153377","153965","0.10735464205636698","0.039274245500564575","0.205330491065979"
"247","154350","154009","154615","0.22359028541379505","0.15967382490634918","0.3045927882194519","154305","154003","154597","0.10111917250535706","0.04696720093488693","0.23334743082523346"
"248","154937.57777777777","154639","155245","0.22306027677324083","0.13292081654071808","0.31436091661453247","154930.5483870968","154641","155217","0.09443154937076953","0.02352677844464779","0.22108806669712067"
"249","155531.1935483871","155271","155833","0.2232211794584028","0.1453779637813568","0.35226431488990784","155546.125","155257","155857","0.09819303127005696","0.0336589515209198","0.26750996708869934"
"250","156190.1","155879","156495","0.2171438407152891","0.1090206503868103","0.30053579807281494","156178.82352941178","155879","156497","0.09158274262924404","0.023479172959923744","0.21237631142139435"
"251","156791.91428571427","156527","157121","0.22972751685551235","0.13303351402282715","0.34116315841674805","156795.84615384616","156507","157123","0.0922315649401683","0.04436144977807999","0.19084075093269348"
"252","157492.31578947368","157169","157749","0.21753138519431414","0.10716388374567032","0.32630956172943115","157432.02325581395","157129","157749","0.09907177783722101","0.03083435446023941","0.21479444205760956"
"253","158012.5625","157765","158345","0.20890690432861447","0.13872238993644714","0.32297924160957336","158015.27586206896","157777","158335","0.0778247701196835","0.03671014681458473","0.13688547909259796"
"254","158730.06666666668","158401","158997","0.2223773221174876","0.11059041321277618","0.2968798577785492","158704.84","158391","158977","0.07274870030581951","0.02673633210361004","0.17610250413417816"
"255","159331.5625","159043","159625","0.22098907199688256","0.113826684653759","0.3310224711894989","159294.93333333332","159011","159625","0.07949231105546156","0.02075689658522606","0.1642613410949707"
"256","159941.3125","159645","160243","0.2085845828987658","0.10867847502231598","0.2809253931045532","159980.41463414635","159681","160245","0.08312962604005163","0.02847372367978096","0.18582598865032196"
"257","160600.26829268291","160283","160873","0.20474925764450214","0.10305080562829971","0.3056224286556244","160547.8205128205","160261","160879","0.07687930882168122","0.03020942024886608","0.2219192236661911"
"258","161225.92857142858","160921","161503","0.19913033928189958","0.12911078333854675","0.28201329708099365","161196.9375","160885","161485","0.07167819247115403","0.027164600789546967","0.14312666654586792"
"259","161775.5806451613","161513","162117","0.20671377763632806","0.10042297095060349","0.329637348651886","161842.4193548387","161529","162131","0.0790074271179976","0.026099128648638725","0.17912103235721588"
"260","162436.3076923077","162135","162739","0.1975092624242489","0.13969813287258148","0.3110070526599884","162416.4375","162155","162743","0.0714578524348326","0.023992758244276047","0.24333617091178894"
"261","163118.70588235295","162769","163379","0.2048118754344828","0.1300361603498459","0.32854676246643066","163045.22857142857","162775","163365","0.06160625347069332","0.025930514559149742","0.1557854413986206"
"262","163654.62162162163","163405","163957","0.188217534004031","0.11909110844135284","0.2645132839679718","163688.85714285713","163403","163997","0.07855473378939289","0.035636648535728455","0.22114872932434082"
"263","164347.20512820513","164043","164623","0.19825155498125616","0.13360342383384705","0.2755388021469116","164360.4","164035","164627","0.06917049544863403","0.025150619447231293","0.19884151220321655"
"264","164983.85714285713","164647","165259","0.20291956790855953","0.13902616500854492","0.3088085353374481","164961.82352941178","164647","165247","0.07486079680715121","0.020016377791762352","0.28292492032051086"
"265","165614.36363636365","165313","165885","0.18255151130936362","0.10918017476797104","0.2782069146633148","165621.8125","165267","165881","0.07762342551723123","0.023209141567349434","0.23480480909347534"
"266","166198.73913043478","165933","166509","0.18454517974801685","0.12480079382658005","0.2958436906337738","166211.8148148148","165899","166509","0.06952998318054059","0.03221090883016586","0.19252829253673553"
"267","166801.8275862069","166517","167123","0.19818377880186872","0.10008012503385544","0.30181026458740234","166794.0303030303","166531","167095","0.07132722646223777","0.021006684750318527","0.27784183621406555"
"268","167437.25","167147","167757","0.18540346226654947","0.11402273178100586","0.2788671553134918","167472.25","167163","167753","0.0645676787244156","0.033033136278390884","0.128645122051239"
"269","168090.5483870968","167771","168363","0.18067791985888634","0.1138099655508995","0.28324228525161743","168105.17142857143","167869","168371","0.06790218007351671","0.024813853204250336","0.2264597862958908"
"270","168675.9189189189","168403","169013","0.17811872971218987","0.10545200109481812","0.2427692413330078","168751.64705882352","168439","169001","0.056362497510717195","0.018177509307861328","0.13741151988506317"
"271","169380.55555555556","169077","169609","0.18748724902117694","0.11956068873405457","0.2986162304878235","169386.14285714287","169033","169637","0.06215602404304913","0.026618946343660355","0.14385952055454254"
"272","169888.07142857142","169647","170269","0.18027058696108206","0.09730318188667297","0.28380197286605835","169945.85","169653","170257","0.06562182013876736","0.02903374470770359","0.14311940968036652"
"273","170601.9","170291","170883","0.17984124291688203","0.11201898753643036","0.2596997916698456","170624.06976744186","170277","170885","0.06365088546691938","0.018406108021736145","0.1705036610364914"
"274","171194.15","170911","171513","0.18169923331588506","0.09731639176607132","0.263879656791687","171277.4705882353","170905","171503","0.06999137783970903","0.024516772478818893","0.26712867617607117"
"275","171878.03225806452","171567","172139","0.1911615996110824","0.12145128846168518","0.31709688901901245","171817.64705882352","171525","172117","0.06017036440179629","0.01622522994875908","0.14605115354061127"
"276","172446.0303030303","172155","172759","0.17098235135728662","0.09621577709913254","0.2772674560546875","172459.24242424243","172199","172755","0.051955692187854736","0.027168365195393562","0.14977166056632996"
"277","173023.375","172781","173367","0.1810632119886577","0.12041160464286804","0.2683315575122833","173071.12121212122","172793","173389","0.05324175824044329","0.024117853492498398","0.10406539589166641"
"278","173722.14285714287","173419","174023","0.17288727085201108","0.09589298814535141","0.26735833287239075","173624.62962962964","173443","174007","0.06885105964762193","0.02123992331326008","0.28516441583633423"
"279","174294.55","174051","174629","0.18052807562053202","0.09289450198411942","0.28413987159729004","174351.8108108108","174035","174649","0.06229649423747449","0.022889023646712303","0.21801969408988953"
"280","174914.7931034483","174655","175195","0.1659064282631052","0.08113803714513779","0.3087092339992523","174919","174691","175223","0.0480499011464417","0.018759194761514664","0.11658582836389542"
"281","175538.55","175295","175875","0.17313342895358802","0.11664561182260513","0.2527274787425995","175584.58620689655","175289","175903","0.05378024055269258","0.019034534692764282","0.10510699450969696"
"282","176247.15","175911","176519","0.17746459674090148","0.10601671040058136","0.34512555599212646","176187.34285714285","175933","176479","0.04956818382654871","0.02073429338634014","0.13364213705062866"
"283","176838.1724137931","176545","177135","0.1753587381079279","0.1076272502541542","0.2913619875907898","176882.17647058822","176535","177139","0.056396082207998806","0.027645928785204887","0.10647384822368622"
"284","177445.6896551724","177195","177773","0.1753240142916811","0.09267127513885498","0.27112889289855957","177478.85714285713","177193","177763","0.05785465067518609","0.0247527826577425","0.15036629140377045"
"285","178046.87096774194","177829","178405","0.17383731444997172","0.09627600759267807","0.2814920246601105","178074.1052631579","177809","178393","0.058693229367858486","0.018508249893784523","0.2605230510234833"
"286","178727.55172413794","178429","178999","0.16041089671439138","0.09513664245605469","0.2852993309497833","178701.63829787233","178415","179031","0.0535881777710103","0.014997869729995728","0.1882374882698059"
"287","179355.55555555556","179071","179649","0.16556099533206886","0.09992577880620956","0.28280988335609436","179316.36363636365","179055","179651","0.05487778418782083","0.018468661233782768","0.14134879410266876"
"288","179899.75","179669","180227","0.16078555739174286","0.08341040462255478","0.2428026646375656","180001.94444444444","179667","180279","0.05873325027318464","0.01641238108277321","0.12264622747898102"
"289","180568.61290322582","180301","180911","0.15385684034516733","0.09811754524707794","0.24988599121570587","180585.12903225806","180315","180905","0.06164372586194546","0.01797122322022915","0.20281526446342468"
"290","181220","180979","181483","0.16539490967988968","0.13002172112464905","0.22068236768245697","181241.5625","180931","181511","0.04532717616530135","0.02641468308866024","0.0999317467212677"
"291","181837.23255813954","181567","182155","0.1671438518651696","0.07671557366847992","0.2669922411441803","181805.0909090909","181565","182129","0.0615368973125111","0.019966745749115944","0.18992918729782104"
"292","182503.9696969697","182171","182763","0.1684524297262683","0.0993104875087738","0.32213398814201355","182510.16666666666","182201","182789","0.058927865181532174","0.020332716405391693","0.15026775002479553"
"293","183055.53846153847","182799","183395","0.1621715581187835","0.08673630654811859","0.23947961628437042","183090.8918918919","182795","183405","0.05478568521101732","0.02189680002629757","0.21819563210010529"
"294","183736.06666666668","183423","184013","0.15677336653073629","0.07954194396734238","0.24214234948158264","183696.55","183425","183979","0.06445593726821244","0.018605059012770653","0.23163862526416779"
"295","184341.83333333334","184049","184625","0.17277615124152768","0.08814534544944763","0.25464919209480286","184369.89655172414","184045","184649","0.0729361428911316","0.024925807490944862","0.22407649457454681"
"296","184948.6923076923","184673","185285","0.17682892370682496","0.10413975268602371","0.273542582988739","184963.97297297296","184677","185255","0.05083230465046457","0.021929103881120682","0.1370657980442047"
"297","185614.55555555556","185313","185907","0.16152378150986302","0.10655052214860916","0.24523255228996277","185562.33333333334","185299","185899","0.058278387638204025","0.018598472699522972","0.1616847813129425"
"298","186226.64705882352","185949","186511","0.15994951391921325","0.09903044998645782","0.23055490851402283","186288.9375","185939","186543","0.05619449552614242","0.015760308131575584","0.128998801112175"
"299","186832.4","186553","187157","0.16159777318437893","0.09085898101329803","0.2507108747959137","186871.8125","186561","187129","0.0600696456967853","0.02337321825325489","0.19174279272556305"
"300","187472.11764705883","187189","187775","0.16299348872374086","0.09829487651586533","0.24303089082241058","187484.68421052632","187177","187793","0.045992044388855756","0.016351692378520966","0.11590844392776489"